title,console,brand,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,eu_sales,pal_sales,other_sales,release_date,decade
Medal of Honor: Rising Sun,PS2,Sony,Shooter,Electronic Arts,Unknown,,5.13,1.98,0.13,2.23,0.0,0.8,2003,2000
Fable III,X360,Microsoft,Role-Playing,Microsoft Game Studios,Unknown,,5.13,3.59,0.05,1.11,0.0,0.38,2010,2010
Call of Duty: Advanced Warfare,XOne,Microsoft,Shooter,Activision,Unknown,,5.13,3.21,0.01,1.53,0.0,0.38,2014,2010
Battlefield 1,XOne,Microsoft,Shooter,Electronic Arts,EA DICE,9.3,5.13,3.37,0.02,0.0,1.26,0.48,2016,2010
Microsoft Flight Simulator,PC,PC,Simulation,Microsoft Game Studios,Unknown,,5.12,3.22,0.0,1.69,0.0,0.2,1996,1990
Guitar Hero II,PS2,Sony,Misc,RedOctane,Unknown,,5.12,3.81,0.0,0.63,0.0,0.68,2006,2000
Resident Evil 5,PS3,Sony,Action,Capcom,Unknown,,5.11,1.96,1.08,1.43,0.0,0.65,2009,2000
FIFA 13,X360,Microsoft,Sports,EA Sports,EA Canada,,5.11,1.1,0.03,0.0,3.49,0.5,2012,2010
Grand Theft Auto: Vice City Stories,PSP,Sony,Action,Take-Two Interactive,Unknown,,5.08,1.7,0.16,2.02,0.0,1.21,2006,2000
FIFA Soccer 11,PS3,Sony,Sports,Electronic Arts,Unknown,,5.08,0.6,0.06,3.29,0.0,1.13,2010,2010
Grand Theft Auto V,XOne,Microsoft,Action,Take-Two Interactive,Unknown,,5.08,2.66,0.0,2.01,0.0,0.41,2014,2010
Super Mario Bros.,GB,Nintendo,Platform,Nintendo,Unknown,,5.07,3.4,0.15,1.3,0.0,0.22,1999,1990
Final Fantasy XV,PS4,Sony,Role-Playing,Square Enix,Square Enix,8.1,5.07,1.81,1.05,0.0,1.53,0.68,2016,2010
Resident Evil,PS,Sony,Action,Virgin Interactive,Unknown,,5.05,2.05,1.11,1.16,0.0,0.73,1996,1990
Tony Hawk's Pro Skater,PS,Sony,Sports,Activision,Unknown,,5.02,3.42,0.02,1.38,0.0,0.2,1999,1990
Super Smash Bros. for Wii U and 3DS,WiiU,Nintendo,Fighting,Nintendo,Unknown,,5.02,2.59,0.8,1.06,0.0,0.57,2014,2010
Warzone 2100,PS,Sony,Strategy,Eidos Interactive,Unknown,,5.01,2.79,0.0,1.89,0.0,0.33,1999,1990
Spyro the Dragon,PS,Sony,Platform,Sony Computer Entertainment,Unknown,,5.0,3.36,0.07,1.36,0.0,0.21,1998,1990
Link's Crossbow Training,Wii,Nintendo,Shooter,Nintendo,Unknown,,5.0,3.06,0.29,1.18,0.0,0.46,2007,2000
Guitar Hero III: Legends of Rock,PS2,Sony,Misc,Activision,Unknown,,4.98,3.49,0.01,0.01,0.0,1.48,2007,2000
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,Nintendo,Role-Playing,Nintendo,Unknown,,4.96,1.85,1.54,1.2,0.0,0.37,2007,2000
Fallout 3,X360,Microsoft,Role-Playing,Bethesda Softworks,Unknown,,4.96,3.39,0.09,1.03,0.0,0.44,2008,2000
Uncharted: Drake's Fortune,PS3,Sony,Action,Sony Computer Entertainment,Unknown,,4.94,2.31,0.12,1.73,0.0,0.78,2007,2000
Madden NFL 06,PS2,Sony,Sports,Electronic Arts,Unknown,,4.91,3.98,0.01,0.26,0.0,0.66,2005,2000
LEGO Star Wars: The Complete Saga,DS,Nintendo,Action,LucasArts,Unknown,,4.9,2.89,0.0,1.54,0.0,0.46,2007,2000
Diddy Kong Racing,N64,Nintendo,Racing,Nintendo,Unknown,,4.88,2.91,0.89,0.99,0.0,0.1,1997,1990
Monster Hunter Freedom 3,PSP,Sony,Role-Playing,Capcom,Unknown,,4.87,0.0,4.87,0.0,0.0,0.0,2010,2010
Dr. Mario,NES,Nintendo,Puzzle,Nintendo,Unknown,,4.85,2.62,1.52,0.6,0.0,0.1,1990,1990
Call of Duty: Black Ops IIII,XOne,Microsoft,Shooter,Activision,Treyarch,,4.85,3.27,0.0,0.0,1.12,0.46,2018,2010
God of War III,PS3,Sony,Action,Sony Computer Entertainment,Unknown,,4.84,2.74,0.12,1.36,0.0,0.63,2010,2010
Assassin's Creed,PS3,Sony,Adventure,Ubisoft,Unknown,,4.83,1.91,0.09,2.0,0.0,0.83,2007,2000
StarCraft II: Wings of Liberty,PC,PC,Strategy,Activision,Unknown,,4.83,2.56,0.0,1.68,0.0,0.59,2010,2010
Crash Bandicoot N. Sane Trilogy,PS4,Sony,Platform,Activision,Vicarious Visions,,4.83,1.09,0.07,0.0,2.92,0.74,2017,2010
FIFA 15,PS3,Sony,Sports,Electronic Arts,Unknown,,4.82,0.57,0.04,3.14,0.0,1.07,2014,2010
Crash Team Racing,PS,Sony,Racing,Sony Computer Entertainment,Unknown,,4.79,2.57,0.44,1.57,0.0,0.21,1999,1990
Call of Duty: Infinite Warfare,XOne,Microsoft,Shooter,Activision,Infinity Ward,,4.79,2.91,0.0,0.0,1.44,0.44,2016,2010
FIFA 17,PS4,Sony,Sports,Electronic Arts,Unknown,,4.77,0.28,0.06,3.75,0.0,0.69,2016,2010
Batman: Arkham City,X360,Microsoft,Action,Warner Bros. Interactive Entertainment,Unknown,,4.76,2.99,0.04,1.31,0.0,0.41,2011,2010
Driver 2,PS,Sony,Action,Atari,Unknown,,4.73,2.36,0.02,2.1,0.0,0.25,2000,2000
The Simpsons: Hit & Run,PS2,Sony,Racing,Vivendi Games,Unknown,,4.7,1.73,0.0,2.19,0.0,0.79,2003,2000
Tony Hawk's Pro Skater 2,PS,Sony,Sports,Activision,Unknown,,4.68,3.05,0.02,1.41,0.0,0.2,2000,2000
Animal Crossing: City Folk,Wii,Nintendo,Simulation,Nintendo,Unknown,,4.68,1.87,1.32,1.12,0.0,0.37,2008,2000
The Lord of the Rings: The Two Towers,PS2,Sony,Action,Electronic Arts,Unknown,,4.67,1.94,0.08,1.95,0.0,0.7,2002,2000
Forza Motorsport 4,X360,Microsoft,Racing,Microsoft Game Studios,Unknown,,4.64,2.08,0.06,2.04,0.0,0.47,2011,2010
Tomb Raider,PS,Sony,Action,Eidos Interactive,Unknown,,4.63,2.29,0.13,1.97,0.0,0.24,1996,1990
Guitar Hero III: Legends of Rock,Wii,Nintendo,Misc,Activision,Unknown,,4.62,3.06,0.0,1.12,0.0,0.44,2007,2000
The Legend of Zelda: A Link to the Past,SNES,Nintendo,Action,Nintendo,Unknown,,4.61,2.42,1.15,0.91,0.0,0.13,1991,1990
The Legend of Zelda: The Wind Waker,GC,Nintendo,Action,Nintendo,Unknown,,4.6,2.6,0.89,0.99,0.0,0.13,2002,2000
Mario & Sonic at the Olympic Winter Games,Wii,Nintendo,Sports,Sega,Unknown,,4.58,1.89,0.22,1.99,0.0,0.48,2009,2000
Luigi's Mansion: Dark Moon,3DS,Nintendo,Action,Nintendo,Unknown,,4.58,1.78,1.1,1.39,0.0,0.3,2013,2010
Splatoon,WiiU,Nintendo,Shooter,Nintendo,Unknown,,4.57,1.55,1.44,1.15,0.0,0.43,2015,2010
The Last of Us,PS4,Sony,Action,Sony Computer Entertainment,Unknown,,4.55,1.78,0.07,1.87,0.0,0.82,2014,2010
Madden NFL 2005,PS2,Sony,Sports,Electronic Arts,Unknown,,4.53,4.18,0.01,0.26,0.0,0.08,2004,2000
Guitar Hero III: Legends of Rock,X360,Microsoft,Misc,Activision,Unknown,,4.53,3.19,0.01,0.92,0.0,0.42,2007,2000
Star Wars Battlefront II (2017),PS4,Sony,Shooter,Electronic Arts,EA DICE,,4.53,1.7,0.12,0.0,1.99,0.73,2017,2010
Pitfall!,2600,Atari,Platform,Activision,Unknown,,4.5,4.21,0.0,0.24,0.0,0.05,1981,1980
Madden NFL 07,PS2,Sony,Sports,Electronic Arts,Unknown,,4.49,3.63,0.01,0.24,0.0,0.61,2006,2000
Spider-Man: The Movie,PS2,Sony,Action,Activision,Unknown,,4.48,2.71,0.03,1.51,0.0,0.23,2002,2000
Dragon Quest VII: Warriors of Eden,PS,Sony,Role-Playing,Enix Corporation,Unknown,,4.47,0.2,4.1,0.14,0.0,0.02,2000,2000
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,Sony Computer Entertainment,Unknown,,4.47,1.96,0.08,1.69,0.0,0.74,2015,2010
God of War,PS2,Sony,Action,Sony Computer Entertainment,Unknown,,4.45,2.71,0.02,1.29,0.0,0.43,2005,2000
Call of Duty: Advanced Warfare,PS3,Sony,Shooter,Activision,Unknown,,4.45,1.54,0.19,1.94,0.0,0.77,2014,2010
Nintendo Land,WiiU,Nintendo,Misc,Nintendo,Unknown,,4.44,2.55,0.46,1.11,0.0,0.33,2012,2010
Michael Jackson: The Experience,Wii,Nintendo,Misc,Ubisoft,Unknown,,4.42,2.67,0.01,1.35,0.0,0.39,2010,2010
Tony Hawk's Pro Skater 3,PS2,Sony,Sports,Activision,Unknown,,4.41,2.66,0.01,1.29,0.0,0.46,2001,2000
Winning Eleven: Pro Evolution Soccer 2007,PS2,Sony,Sports,Konami Digital Entertainment,Unknown,,4.39,0.1,1.05,2.39,0.0,0.86,2006,2000
The Elder Scrolls IV: Oblivion,X360,Microsoft,Role-Playing,Take-Two Interactive,Unknown,,4.39,2.82,0.13,1.05,0.0,0.4,2006,2000
Zelda II: The Adventure of Link,NES,Nintendo,Adventure,Nintendo,Unknown,,4.38,2.19,1.61,0.5,0.0,0.08,1987,1980
Need for Speed: Most Wanted,PS2,Sony,Racing,Electronic Arts,Unknown,,4.37,2.03,0.08,1.79,0.0,0.47,2005,2000
Resistance: Fall of Man,PS3,Sony,Shooter,Sony Computer Entertainment,Unknown,,4.35,1.73,0.14,1.73,0.0,0.75,2006,2000
Sonic the Hedgehog,GEN,Sega,Platform,Sega,Unknown,,4.34,3.03,0.26,0.91,0.0,0.13,1991,1990
Kingdom Hearts II,PS2,Sony,Role-Playing,Square Enix,Unknown,,4.33,2.2,1.38,0.58,0.0,0.17,2005,2000
Asteroids,2600,Atari,Shooter,Atari,Unknown,,4.31,4.0,0.0,0.26,0.0,0.05,1980,1980
Fable II,X360,Microsoft,Role-Playing,Microsoft Game Studios,Unknown,,4.31,2.51,0.11,1.27,0.0,0.41,2008,2000
FIFA 14,X360,Microsoft,Sports,Electronic Arts,Unknown,,4.31,0.92,0.01,2.93,0.0,0.46,2013,2010
Call of Duty: Advanced Warfare,X360,Microsoft,Shooter,Activision,Unknown,,4.31,2.75,0.0,1.18,0.0,0.37,2014,2010
Halo 5: Guardians,XOne,Microsoft,Shooter,Microsoft Game Studios,Unknown,,4.26,2.64,0.03,1.2,0.0,0.39,2015,2010
Batman: Arkham Asylum,PS3,Sony,Action,Eidos Interactive,Unknown,,4.25,2.23,0.07,1.34,0.0,0.61,2009,2000
Super Mario 3D World,WiiU,Nintendo,Platform,Nintendo,Unknown,,4.25,2.11,0.72,1.11,0.0,0.3,2013,2010
Namco Museum,GBA,Nintendo,Misc,Namco Bandai Games,Unknown,,4.24,3.0,0.05,1.11,0.0,0.07,2001,2000
Assassin's Creed: Revelations,PS3,Sony,Action,Ubisoft,Unknown,,4.24,1.41,0.1,2.02,0.0,0.72,2011,2010
Metal Gear Solid 3: Snake Eater,PS2,Sony,Action,Konami Digital Entertainment,Unknown,,4.23,1.46,0.83,0.0,0.0,1.93,2004,2000
Daxter,PSP,Sony,Platform,Sony Computer Entertainment,Unknown,,4.22,2.45,0.0,1.02,0.0,0.75,2006,2000
Warcraft II: Tides of Darkness,PC,PC,Strategy,Activision,Unknown,,4.21,1.7,0.0,2.27,0.0,0.23,1995,1990
FIFA Soccer 06,PS2,Sony,Sports,Electronic Arts,Unknown,,4.21,0.78,0.04,2.55,0.0,0.84,2005,2000
The Legend of Zelda: Ocarina of Time,3DS,Nintendo,Action,Nintendo,Unknown,,4.21,2.03,0.62,1.27,0.0,0.3,2011,2010
EyeToy Play,PS2,Sony,Misc,Sony Computer Entertainment,Unknown,,4.2,0.88,0.2,2.3,0.0,0.83,2003,2000
Gran Turismo 5 Prologue,PS3,Sony,Racing,Sony Computer Entertainment,Unknown,,4.2,1.28,0.57,1.83,0.0,0.53,2007,2000
Uncharted 4: A Thief's End,PS4,Sony,Shooter,Sony Computer Entertainment,Unknown,,4.2,1.3,0.18,2.07,0.0,0.65,2016,2010
Street Fighter IV,PS3,Sony,Fighting,Capcom,Unknown,,4.19,2.02,0.58,1.06,0.0,0.53,2009,2000
Assassin's Creed: Revelations,X360,Microsoft,Action,Ubisoft,Unknown,,4.19,2.25,0.04,1.47,0.0,0.43,2011,2010
FIFA 12,X360,Microsoft,Sports,Electronic Arts,Unknown,,4.19,0.84,0.02,2.79,0.0,0.53,2011,2010
FIFA Soccer 12,X360,Microsoft,Sports,EA Sports,EA Canada,9.2,4.18,0.85,0.02,0.0,2.79,0.52,2011,2010
Teenage Mutant Ninja Turtles,NES,Nintendo,Action,Palcom,Unknown,,4.17,3.38,0.31,0.44,0.0,0.04,1989,1980
Excitebike,NES,Nintendo,Racing,Nintendo,Unknown,,4.16,2.04,1.57,0.48,0.0,0.07,1984,1980
Frogger,PS,Sony,Action,Hasbro Interactive,Unknown,,4.16,3.79,0.0,0.27,0.0,0.11,1997,1990
Madden NFL 2003,PS2,Sony,Sports,Electronic Arts,Unknown,,4.14,3.36,0.01,0.21,0.0,0.56,2002,2000
Watch Dogs,PS4,Sony,Action,Ubisoft,Unknown,,4.14,1.4,0.11,1.86,0.0,0.77,2014,2010
Destiny 2,PS4,Sony,Shooter,Activision,Bungie,,4.14,1.92,0.1,0.0,1.44,0.69,2017,2010
Super Mario World 2: Yoshi's Island,SNES,Nintendo,Platform,Nintendo,Unknown,,4.12,1.65,1.76,0.61,0.0,0.09,1995,1990
Half-Life,PC,PC,Shooter,Vivendi Games,Unknown,,4.12,4.03,0.09,0.0,0.0,0.0,1997,1990
FIFA Soccer 07,PS2,Sony,Sports,Electronic Arts,Unknown,,4.11,0.71,0.03,2.48,0.0,0.89,2006,2000
FIFA 07 Soccer,PS2,Sony,Sports,EA Sports,Team Fusion,8.4,4.11,0.71,0.03,0.0,2.48,0.89,2006,2000
Street Fighter II Turbo,SNES,Nintendo,Fighting,Capcom,Unknown,,4.1,1.42,2.1,0.51,0.0,0.07,1992,1990
Carnival Games,Wii,Nintendo,Misc,Take-Two Interactive,Unknown,,4.1,2.13,0.05,1.5,0.0,0.42,2007,2000
The Legend of Zelda: Skyward Sword,Wii,Nintendo,Action,Nintendo,Unknown,,4.1,2.14,0.37,1.2,0.0,0.4,2011,2010
World of Warcraft: The Burning Crusade,PC,PC,Role-Playing,Activision,Unknown,,4.09,2.57,0.0,1.52,0.0,0.0,2007,2000
Fallout 4,XOne,Microsoft,Role-Playing,Bethesda Softworks,Unknown,,4.09,2.45,0.01,1.26,0.0,0.37,2015,2010
Fallout: New Vegas,X360,Microsoft,Role-Playing,Bethesda Softworks,Unknown,,4.08,2.65,0.04,1.06,0.0,0.33,2010,2010
God of War II,PS2,Sony,Action,Sony Computer Entertainment,Unknown,,4.07,2.32,0.04,0.04,0.0,1.67,2007,2000
World Soccer Winning Eleven 9,PS2,Sony,Sports,Konami Digital Entertainment,Unknown,,4.06,0.12,0.9,2.26,0.0,0.77,2005,2000
Forza Motorsport 2,X360,Microsoft,Racing,Microsoft Game Studios,Unknown,,4.06,2.35,0.03,1.28,0.0,0.41,2007,2000
Assassin's Creed Origins,PS4,Sony,Action,Ubisoft,Ubisoft Montreal,,4.06,1.22,0.11,0.0,2.11,0.63,2017,2010
Namco Museum Vol.3,PS,Sony,Misc,Sony Computer Entertainment,Unknown,,4.05,2.28,0.16,1.55,0.0,0.06,1996,1990
Tekken Tag Tournament,PS2,Sony,Fighting,Namco Bandai Games,Unknown,,4.05,1.68,0.51,1.51,0.0,0.35,2000,2000
Star Fox 64,N64,Nintendo,Shooter,Nintendo,Unknown,,4.03,2.78,0.64,0.58,0.0,0.04,1997,1990
Far Cry 4,PS4,Sony,Shooter,Ubisoft,Unknown,,4.03,1.12,0.1,2.12,0.0,0.69,2014,2010
Minecraft,PS4,Sony,Misc,Sony Computer Entertainment Europe,Unknown,,4.02,1.38,0.12,1.87,0.0,0.65,2014,2010
Golf,NES,Nintendo,Sports,Nintendo,Unknown,,4.01,1.22,2.46,0.28,0.0,0.04,1984,1980
Fallout 3,PS3,Sony,Role-Playing,Bethesda Softworks,Unknown,,4.01,2.15,0.07,1.2,0.0,0.59,2008,2000
Professor Layton and the Diabolical Box,DS,Nintendo,Puzzle,Nintendo,Unknown,,4.0,0.92,0.92,1.78,0.0,0.37,2007,2000
Left 4 Dead 2,X360,Microsoft,Shooter,Electronic Arts,Unknown,,3.99,2.67,0.05,0.89,0.0,0.37,2009,2000
Namco Museum: 50th Anniversary,PS2,Sony,Misc,Namco Bandai Games,Unknown,,3.98,2.08,0.0,1.35,0.0,0.54,2005,2000
Far Cry 5,PS4,Sony,Action,Ubisoft,Ubisoft,7.9,3.95,1.44,0.15,0.0,1.73,0.62,2018,2010
EA Sports Active,Wii,Nintendo,Sports,Electronic Arts,Unknown,,3.92,2.1,0.06,1.36,0.0,0.4,2009,2000
Assassin's Creed: Unity,PS4,Sony,Action,Ubisoft,Unknown,,3.92,1.18,0.08,1.96,0.0,0.7,2014,2010
Donkey Kong Land,GB,Nintendo,Platform,Nintendo,Unknown,,3.91,1.97,1.07,0.76,0.0,0.11,1994,1990
Tony Hawk's Underground,PS2,Sony,Sports,Activision,Unknown,,3.9,2.29,0.01,1.17,0.0,0.42,2003,2000
Assassin's Creed IV: Black Flag,PS3,Sony,Action,Ubisoft,Unknown,,3.89,1.33,0.13,1.71,0.0,0.73,2013,2010
Monster Hunter 4 Ultimate,3DS,Nintendo,Role-Playing,Nintendo,Unknown,,3.89,0.67,2.62,0.49,0.0,0.11,2014,2010
MotorStorm,PS3,Sony,Racing,Sony Computer Entertainment,Unknown,,3.88,1.53,0.06,1.61,0.0,0.67,2006,2000
The Elder Scrolls V: Skyrim,PC,PC,Role-Playing,Bethesda Softworks,Unknown,,3.88,1.15,0.0,2.09,0.0,0.64,2011,2010
Dragon Warrior III,NES,Nintendo,Role-Playing,Enix Corporation,Unknown,,3.87,0.1,3.77,0.0,0.0,0.0,1988,1980
Tekken 5,PS2,Sony,Fighting,Namco Bandai Games,Unknown,,3.87,0.93,0.31,1.94,0.0,0.7,2005,2000
Sports Champions,PS3,Sony,Sports,Sony Computer Entertainment,Unknown,,3.87,2.12,0.1,1.14,0.0,0.51,2010,2010
World Soccer Winning Eleven 8 International,PS2,Sony,Sports,Konami Digital Entertainment,Unknown,,3.85,0.16,1.12,1.89,0.0,0.68,2004,2000
NBA 2K16,PS4,Sony,Sports,Take-Two Interactive,Unknown,,3.85,2.48,0.03,0.65,0.0,0.69,2015,2010
Namco Museum Vol.1,PS,Sony,Misc,Sony Computer Entertainment,Unknown,,3.84,2.12,0.22,1.44,0.0,0.06,1995,1990
Flash Focus: Vision Training in Minutes a Day,DS,Nintendo,Misc,Nintendo,Unknown,,3.84,0.87,1.05,1.57,0.0,0.35,2007,2000
The Legend of Zelda: Link's Awakening,GB,Nintendo,Action,Nintendo,Unknown,,3.83,2.21,0.54,0.96,0.0,0.13,1992,1990
Mario & Luigi: Bowser's Inside Story,DS,Nintendo,Role-Playing,Nintendo,Unknown,,3.83,2.26,0.81,0.48,0.0,0.27,2009,2000
Big Brain Academy: Wii Degree,Wii,Nintendo,Misc,Nintendo,Unknown,,3.82,1.06,0.41,1.93,0.0,0.43,2007,2000
Nintendogs + cats,3DS,Nintendo,Simulation,Nintendo,Unknown,,3.81,1.44,0.73,1.37,0.0,0.27,2011,2010
Batman: Arkham Knight,PS4,Sony,Action,Warner Bros. Interactive Entertainment,Unknown,,3.79,1.49,0.1,1.58,0.0,0.61,2015,2010
LEGO Indiana Jones: The Original Adventures,X360,Microsoft,Action,Activision,Unknown,,3.78,2.4,0.0,1.03,0.0,0.36,2008,2000
Mario & Sonic at the London 2012 Olympic Games,Wii,Nintendo,Sports,Sega,Unknown,,3.78,1.14,0.27,1.91,0.0,0.46,2011,2010
Resident Evil Director's Cut,PS,Sony,Action,Virgin Interactive,Unknown,,3.77,1.82,0.47,1.24,0.0,0.25,1996,1990
Ratchet & Clank: Size Matters,PSP,Sony,Platform,Sony Computer Entertainment,Unknown,,3.77,1.4,0.1,1.4,0.0,0.87,2007,2000
The Sims: Unleashed,PC,PC,Simulation,Electronic Arts,Unknown,,3.76,2.03,0.0,1.56,0.0,0.17,2002,2000
Super Paper Mario,Wii,Nintendo,Platform,Nintendo,Unknown,,3.76,1.98,0.59,0.88,0.0,0.32,2007,2000
Just Dance 2014,Wii,Nintendo,Misc,Ubisoft,Unknown,,3.76,1.98,0.0,1.47,0.0,0.32,2013,2010
Harry Potter and the Sorcerer's Stone,PS,Sony,Action,Electronic Arts,Unknown,,3.73,1.37,0.14,2.0,0.0,0.22,2001,2000
The Witcher 3: Wild Hunt,PS4,Sony,Role-Playing,Namco Bandai Games,Unknown,,3.73,0.96,0.21,2.0,0.0,0.56,2015,2010
Resident Evil 3: Nemesis,PS,Sony,Action,Eidos Interactive,Unknown,,3.72,1.3,1.54,0.77,0.0,0.11,1999,1990
Spyro: Year of the Dragon,PS,Sony,Platform,Sony Computer Entertainment,Unknown,,3.71,1.93,0.0,1.58,0.0,0.19,2000,2000
Pokémon Trading Card Game,GB,Nintendo,Strategy,Nintendo,Unknown,,3.7,1.49,1.38,0.73,0.0,0.1,1998,1990
FIFA Soccer 2005,PS2,Sony,Sports,Electronic Arts,Unknown,,3.7,0.58,0.04,2.48,0.0,0.59,2004,2000
MySims,DS,Nintendo,Simulation,Electronic Arts,Unknown,,3.69,1.59,0.08,1.61,0.0,0.41,2007,2000
Battlefield 4,PS3,Sony,Shooter,Electronic Arts,Unknown,,3.69,1.3,0.27,1.51,0.0,0.61,2013,2010
Tony Hawk's Pro Skater 4,PS2,Sony,Sports,Activision,Unknown,,3.67,2.13,0.01,1.18,0.0,0.35,2002,2000
Friend Collection,DS,Nintendo,Misc,Nintendo,Unknown,,3.67,0.0,3.67,0.0,0.0,0.0,2009,2000
Midnight Club 3: DUB Edition,PSP,Sony,Racing,Take-Two Interactive,Unknown,,3.66,1.65,0.0,1.22,0.0,0.79,2005,2000
Banjo-Kazooie,N64,Nintendo,Platform,Nintendo,Unknown,,3.65,1.87,0.55,1.13,0.0,0.1,1998,1990
SOCOM: U.S. Navy SEALs,PS2,Sony,Shooter,Sony Computer Entertainment,Unknown,,3.65,2.53,0.06,0.81,0.0,0.24,2002,2000
Guitar Hero: World Tour,Wii,Nintendo,Misc,Activision,Unknown,,3.65,2.33,0.0,0.97,0.0,0.35,2008,2000
Jak and Daxter: The Precursor Legacy,PS2,Sony,Platform,Sony Computer Entertainment,Unknown,,3.64,2.08,0.15,1.09,0.0,0.33,2001,2000
Gran Turismo 6,PS3,Sony,Racing,Sony Computer Entertainment,Unknown,,3.64,0.71,0.4,1.8,0.0,0.74,2013,2010
Pokemon Snap,N64,Nintendo,Simulation,Nintendo,Unknown,,3.63,2.23,0.66,0.68,0.0,0.06,1999,1990
Pro Evolution Soccer 2008,PS2,Sony,Sports,Konami Digital Entertainment,Unknown,,3.63,0.05,0.64,0.0,0.0,2.93,2007,2000
FIFA Soccer 10,PS3,Sony,Sports,Electronic Arts,Unknown,,3.63,0.6,0.05,2.46,0.0,0.52,2009,2000
Call of Duty: Ghosts,PS4,Sony,Shooter,Activision,Unknown,,3.63,1.78,0.05,1.42,0.0,0.38,2013,2010
Resident Evil 4,PS2,Sony,Action,Capcom,Unknown,,3.62,2.08,0.46,0.83,0.0,0.25,2005,2000
Doom II: Hell on Earth,PC,PC,Shooter,Virgin Interactive,Unknown,,3.61,2.05,0.0,1.4,0.0,0.16,1994,1990
The Simpsons: Road Rage,PS2,Sony,Racing,Electronic Arts,Unknown,,3.61,2.02,0.0,1.17,0.0,0.42,2001,2000
Star Wars: Battlefront,PS2,Sony,Shooter,LucasArts,Unknown,,3.61,1.93,0.03,1.22,0.0,0.44,2004,2000
Cooking Mama 2: Dinner With Friends,DS,Nintendo,Simulation,505 Games,Unknown,,3.61,1.61,0.1,1.5,0.0,0.39,2007,2000
Tom Clancy's The Division,PS4,Sony,Shooter,Ubisoft,Unknown,,3.61,1.28,0.15,1.61,0.0,0.57,2016,2010
Doom II,PC,PC,Shooter,GT Interactive,id Software,9.3,3.61,2.05,0.0,0.0,1.4,0.16,1994,1990
Star Wars Battlefront,PS2,Sony,Shooter,LucasArts,Pandemic Studios,8.1,3.61,1.93,0.03,0.0,1.22,0.44,2004,2000
Luigi's Mansion,GC,Nintendo,Action,Nintendo,Unknown,,3.6,2.38,0.46,0.67,0.0,0.1,2001,2000
Star Wars: Battlefront II,PS2,Sony,Shooter,LucasArts,Unknown,,3.59,2.18,0.03,1.02,0.0,0.37,2005,2000
Star Wars Battlefront II,PS2,Sony,Shooter,LucasArts,Pandemic Studios,8.5,3.59,2.18,0.03,0.0,1.02,0.37,2005,2000
WWF SmackDown!,PS,Sony,Fighting,THQ,Unknown,,3.58,2.01,0.06,1.35,0.0,0.16,2000,2000
Croc: Legend of the Gobbos,PS,Sony,Platform,Fox Interactive,Unknown,,3.56,1.57,0.0,1.79,0.0,0.2,1997,1990
Tomb Raider III: Adventures of Lara Croft,PS,Sony,Action,Eidos Interactive,Unknown,,3.54,1.66,0.12,1.58,0.0,0.18,1997,1990
The Getaway,PS2,Sony,Action,Sony Computer Entertainment,Unknown,,3.54,1.23,0.05,1.77,0.0,0.49,2002,2000
Grand Theft Auto: Liberty City Stories,PS2,Sony,Action,Take-Two Interactive,Unknown,,3.54,1.56,0.07,1.4,0.0,0.5,2006,2000
James Bond 007: Agent Under Fire,PS2,Sony,Shooter,Electronic Arts,Unknown,,3.53,1.9,0.1,1.13,0.0,0.41,2001,2000
LEGO Star Wars: The Video Game,PS2,Sony,Action,Eidos Interactive,Unknown,,3.53,1.98,0.01,1.14,0.0,0.41,2005,2000
FIFA Soccer 11,X360,Microsoft,Sports,Electronic Arts,Unknown,,3.53,0.71,0.02,2.4,0.0,0.4,2010,2010
Battlefield 4,X360,Microsoft,Shooter,Electronic Arts,Unknown,,3.53,2.14,0.02,1.08,0.0,0.29,2013,2010
Spyro 2: Ripto's Rage!,PS,Sony,Platform,Sony Computer Entertainment,Unknown,,3.52,2.14,0.01,1.21,0.0,0.17,1999,1990
Rugrats in Paris: The Movie,PS,Sony,Action,THQ,Unknown,,3.52,1.96,0.0,1.33,0.0,0.23,2000,2000
Left 4 Dead,X360,Microsoft,Shooter,Electronic Arts,Unknown,,3.52,2.66,0.05,0.5,0.0,0.3,2008,2000
Mario & Sonic at the Olympic Winter Games,DS,Nintendo,Sports,Sega,Unknown,,3.52,1.22,0.27,1.66,0.0,0.38,2009,2000
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo,Platform,Nintendo,Unknown,,3.51,1.17,1.75,0.5,0.0,0.08,1996,1990
Resident Evil 5,X360,Microsoft,Action,Capcom,Unknown,,3.51,2.11,0.12,0.94,0.0,0.34,2009,2000
Kung Fu,NES,Nintendo,Action,Nintendo,Unknown,,3.5,1.64,1.42,0.38,0.0,0.06,1985,1980
Clubhouse Games,DS,Nintendo,Misc,Nintendo,Unknown,,3.5,0.59,0.73,1.83,0.0,0.35,2006,2000
Batman: Arkham Asylum,X360,Microsoft,Action,Eidos Interactive,Unknown,,3.5,2.2,0.02,0.97,0.0,0.31,2009,2000
Assassin's Creed: Brotherhood,X360,Microsoft,Action,Ubisoft,Unknown,,3.5,2.84,0.03,0.39,0.0,0.24,2010,2010
